dataset,model,F1_macro
toxicity_identityhate,trac_covert,0.4162222847627755
toxicity_severetoxic,trac_covert,0.4168607855594675
toxicity_insult,trac_covert,0.4349560370013567
zeerak_hate,trac_covert,0.4962351745629406
zeerak_racism,trac_covert,0.4865920615044305
davidson_hate,trac_covert,0.4946970107224088
zeerak_sexism,trac_covert,0.5004097491472173
davidson_offensive,trac_covert,0.29856010970260216
stormfront_post,trac_covert,0.4980639609923993
stormfront_sentence,trac_covert,0.4678365100153571
toxicity_obscene,trac_covert,0.4378197881739794
toxicity_threat,trac_covert,0.4131306544774312
founta_hateful,trac_overt,0.5305278326018992
founta_abusive,trac_overt,0.7496418172789197
founta_toxicity,trac_overt,0.7546039519844536
davidson_toxicity,trac_overt,0.6265762413961279
one,trac_overt,0.7055909068829844
hateval_hate,trac_overt,0.5811398809748134
hateval_aggression,trac_overt,0.5525727069351231
ami,trac_overt,0.6734810171664649
trac_covert,trac_overt,0.4664269137257792
trac_overt,trac_overt,0.6492802199692551
trac_aggr,trac_overt,0.5022498988521324
toxicity_toxic,trac_overt,0.7177945794202054
toxicity_identityhate,trac_overt,0.5299913299618021
toxicity_severetoxic,trac_overt,0.5394852980153564
toxicity_insult,trac_overt,0.6854873771768734
zeerak_hate,trac_overt,0.5503429093444873
zeerak_racism,trac_overt,0.5424324382692916
davidson_hate,trac_overt,0.360046997722575
zeerak_sexism,trac_overt,0.5434311528854676
davidson_offensive,trac_overt,0.6403763679879612
stormfront_post,trac_overt,0.5942063275977102
stormfront_sentence,trac_overt,0.6014666825552711
toxicity_obscene,trac_overt,0.6830804073816423
toxicity_threat,trac_overt,0.4922817707428378
founta_hateful,trac_aggr,0.4718683901554953
founta_abusive,trac_aggr,0.6658932367196726
founta_toxicity,trac_aggr,0.6984289557007386
davidson_toxicity,trac_aggr,0.6122675527847588
one,trac_aggr,0.5732758620689655
hateval_hate,trac_aggr,0.5613666133897348
hateval_aggression,trac_aggr,0.4563951230876757
ami,trac_aggr,0.5461330710224086
trac_covert,trac_aggr,0.5604319199297493
trac_overt,trac_aggr,0.5499648753073411
trac_aggr,trac_aggr,0.7094981010422188
toxicity_toxic,trac_aggr,0.4882448038683263
toxicity_identityhate,trac_aggr,0.3616004983142662
toxicity_severetoxic,trac_aggr,0.3634103061719838
toxicity_insult,trac_aggr,0.4280722367469743
zeerak_hate,trac_aggr,0.5496219340316073
zeerak_racism,trac_aggr,0.4418509699154097
davidson_hate,trac_aggr,0.27828665640414474
zeerak_sexism,trac_aggr,0.4770765523206687
davidson_offensive,trac_aggr,0.5960654208071765
stormfront_post,trac_aggr,0.5510707000782482
stormfront_sentence,trac_aggr,0.5009569182021109
toxicity_obscene,trac_aggr,0.4317585287569712
toxicity_threat,trac_aggr,0.3500969476408192
founta_hateful,toxicity_toxic,0.506947631786483
founta_abusive,toxicity_toxic,0.8711789292457197
founta_toxicity,toxicity_toxic,0.8837645573196077
davidson_toxicity,toxicity_toxic,0.7489648341646526
one,toxicity_toxic,0.8364714521246379
hateval_hate,toxicity_toxic,0.5904176587602958
hateval_aggression,toxicity_toxic,0.5604417313656928
ami,toxicity_toxic,0.6633531343068482
trac_covert,toxicity_toxic,0.43743050059606703
trac_overt,toxicity_toxic,0.6141220092273147
trac_aggr,toxicity_toxic,0.4378420665018533
toxicity_toxic,toxicity_toxic,0.8798870622254571
toxicity_identityhate,toxicity_toxic,0.5522670846281912
toxicity_severetoxic,toxicity_toxic,0.5699874679899353
toxicity_insult,toxicity_toxic,0.7862459870871328
zeerak_hate,toxicity_toxic,0.5480660873963591
zeerak_racism,toxicity_toxic,0.508813747400682
davidson_hate,toxicity_toxic,0.2891972650911233
zeerak_sexism,toxicity_toxic,0.5652845762061083
davidson_offensive,toxicity_toxic,0.7146443474054522
stormfront_post,toxicity_toxic,0.5799820654918761
stormfront_sentence,toxicity_toxic,0.6016197699741784
toxicity_obscene,toxicity_toxic,0.8035016201062739
toxicity_threat,toxicity_toxic,0.5010080778741686
founta_hateful,toxicity_identityhate,0.6011238185378828
founta_abusive,toxicity_identityhate,0.4524499704680213
founta_toxicity,toxicity_identityhate,0.4608639706201431
davidson_toxicity,toxicity_identityhate,0.2688833940748282
one,toxicity_identityhate,0.44496336996337
hateval_hate,toxicity_identityhate,0.3858159615593049
hateval_aggression,toxicity_identityhate,0.4730388431175833
ami,toxicity_identityhate,0.3823660266420078
trac_covert,toxicity_identityhate,0.3942295049084635
trac_overt,toxicity_identityhate,0.43267776096823
trac_aggr,toxicity_identityhate,0.29191721766502154
toxicity_toxic,toxicity_identityhate,0.5174436635158416
toxicity_identityhate,toxicity_identityhate,0.7019126926668701
toxicity_severetoxic,toxicity_identityhate,0.5819371773349878
toxicity_insult,toxicity_identityhate,0.5562804932364149
zeerak_hate,toxicity_identityhate,0.4061128253274715
zeerak_racism,toxicity_identityhate,0.4702277682940074
davidson_hate,toxicity_identityhate,0.5668635536018263
zeerak_sexism,toxicity_identityhate,0.4448343079922027
davidson_offensive,toxicity_identityhate,0.2884844087309159
stormfront_post,toxicity_identityhate,0.45652108925370594
stormfront_sentence,toxicity_identityhate,0.4877032641836552
toxicity_obscene,toxicity_identityhate,0.5486509604621207
toxicity_threat,toxicity_identityhate,0.5458793295964977
founta_hateful,toxicity_severetoxic,0.49399738692851203
founta_abusive,toxicity_severetoxic,0.4740063908920176
founta_toxicity,toxicity_severetoxic,0.4554188083257769
davidson_toxicity,toxicity_severetoxic,0.19175528673007666
one,toxicity_severetoxic,0.4313725490196078
hateval_hate,toxicity_severetoxic,0.4171461148037796
hateval_aggression,toxicity_severetoxic,0.4966654083301874
ami,toxicity_severetoxic,0.4327015068165511
trac_covert,toxicity_severetoxic,0.393081124822982
trac_overt,toxicity_severetoxic,0.43427136276326295
trac_aggr,toxicity_severetoxic,0.29191721766502154
toxicity_toxic,toxicity_severetoxic,0.5425498728575862
toxicity_identityhate,toxicity_severetoxic,0.5926639322122124
toxicity_severetoxic,toxicity_severetoxic,0.6846274924426369
toxicity_insult,toxicity_severetoxic,0.5937160187577688
zeerak_hate,toxicity_severetoxic,0.4071500756230304
zeerak_racism,toxicity_severetoxic,0.4681274900398407
davidson_hate,toxicity_severetoxic,0.5115376388572407
zeerak_sexism,toxicity_severetoxic,0.4476986593587172
davidson_offensive,toxicity_severetoxic,0.23093697094470195
stormfront_post,toxicity_severetoxic,0.4464116863819687
stormfront_sentence,toxicity_severetoxic,0.4727885695938353
toxicity_obscene,toxicity_severetoxic,0.5962289851955408
toxicity_threat,toxicity_severetoxic,0.5572365339956562
founta_hateful,toxicity_insult,0.5773701181494142
founta_abusive,toxicity_insult,0.6355023800164503
founta_toxicity,toxicity_insult,0.6381804642646813
davidson_toxicity,toxicity_insult,0.6162384411499846
one,toxicity_insult,0.5962593165518212
hateval_hate,toxicity_insult,0.5428571428571429
hateval_aggression,toxicity_insult,0.5930514765367211
ami,toxicity_insult,0.6856311216481289
trac_covert,toxicity_insult,0.3959384530260806
trac_overt,toxicity_insult,0.4770044110015568
trac_aggr,toxicity_insult,0.3152253766128488
toxicity_toxic,toxicity_insult,0.7569304077644592
toxicity_identityhate,toxicity_insult,0.59737546578528
toxicity_severetoxic,toxicity_insult,0.6468941565839623
toxicity_insult,toxicity_insult,0.8248530401978398
zeerak_hate,toxicity_insult,0.4541725217948744
zeerak_racism,toxicity_insult,0.4898270844546114
davidson_hate,toxicity_insult,0.39962884162234097
zeerak_sexism,toxicity_insult,0.4980915484765012
davidson_offensive,toxicity_insult,0.6232158274229453
stormfront_post,toxicity_insult,0.4803401076487512
stormfront_sentence,toxicity_insult,0.5174050963077408
toxicity_obscene,toxicity_insult,0.8192916099248783
toxicity_threat,toxicity_insult,0.5218973777377413
founta_hateful,zeerak_hate,0.5372354297211664
founta_abusive,zeerak_hate,0.5330730673969285
founta_toxicity,zeerak_hate,0.537091470307307
davidson_toxicity,zeerak_hate,0.5061677450773647
one,zeerak_hate,0.5056818181818182
hateval_hate,zeerak_hate,0.5890692418327512
hateval_aggression,zeerak_hate,0.5418910167813237
ami,zeerak_hate,0.6126454397143115
trac_covert,zeerak_hate,0.4647458796342074
trac_overt,zeerak_hate,0.5537890177180085
trac_aggr,zeerak_hate,0.4227735185128427
toxicity_toxic,zeerak_hate,0.5523732576968832
toxicity_identityhate,zeerak_hate,0.5419775582741206
toxicity_severetoxic,zeerak_hate,0.5389227599042389
toxicity_insult,zeerak_hate,0.5671988700516462
zeerak_hate,zeerak_hate,0.8351180985166479
zeerak_racism,zeerak_hate,0.6320761107679956
davidson_hate,zeerak_hate,0.4097546702474165
zeerak_sexism,zeerak_hate,0.73467880226883
davidson_offensive,zeerak_hate,0.5438096626199012
stormfront_post,zeerak_hate,0.5650873382656587
stormfront_sentence,zeerak_hate,0.5525745748623498
toxicity_obscene,zeerak_hate,0.5661471394592079
toxicity_threat,zeerak_hate,0.5054028714279599
founta_hateful,zeerak_racism,0.5243866813377553
founta_abusive,zeerak_racism,0.4394627675354069
founta_toxicity,zeerak_racism,0.4324471029112102
davidson_toxicity,zeerak_racism,0.15337439260094668
one,zeerak_racism,0.45029252207212
hateval_hate,zeerak_racism,0.3832236842105263
hateval_aggression,zeerak_racism,0.4575299530529009
ami,zeerak_racism,0.36721422483742544
trac_covert,zeerak_racism,0.4270343681215493
trac_overt,zeerak_racism,0.5124115067292601
trac_aggr,zeerak_racism,0.3588553451163853
toxicity_toxic,zeerak_racism,0.4890955669934907
toxicity_identityhate,zeerak_racism,0.5219367678213502
toxicity_severetoxic,zeerak_racism,0.5016417554211872
toxicity_insult,zeerak_racism,0.4991599957323916
zeerak_hate,zeerak_racism,0.6219904008415701
zeerak_racism,zeerak_racism,0.8602606086590223
davidson_hate,zeerak_racism,0.5039112374709781
zeerak_sexism,zeerak_racism,0.4082196789432754
davidson_offensive,zeerak_racism,0.19315190541377647
stormfront_post,zeerak_racism,0.5535351895446059
stormfront_sentence,zeerak_racism,0.5769548447717989
toxicity_obscene,zeerak_racism,0.4964562305376055
toxicity_threat,zeerak_racism,0.5056551572525324
founta_hateful,davidson_hate,0.5535310805334505
founta_abusive,davidson_hate,0.4540247605167978
founta_toxicity,davidson_hate,0.452537153556964
davidson_toxicity,davidson_hate,0.19568983620762895
one,davidson_hate,0.4954987834549879
hateval_hate,davidson_hate,0.40588523100580143
hateval_aggression,davidson_hate,0.4685834654760659
ami,davidson_hate,0.3949223144974055
trac_covert,davidson_hate,0.4111523173479798
trac_overt,davidson_hate,0.5146964833759156
trac_aggr,davidson_hate,0.348078917624265
toxicity_toxic,davidson_hate,0.5647691970912271
toxicity_identityhate,davidson_hate,0.5711063917942797
toxicity_severetoxic,davidson_hate,0.5304337044119172
toxicity_insult,davidson_hate,0.5850890241153933
zeerak_hate,davidson_hate,0.4824837589320077
zeerak_racism,davidson_hate,0.6225809923581961
davidson_hate,davidson_hate,0.6552495228522368
zeerak_sexism,davidson_hate,0.4412982293369666
davidson_offensive,davidson_hate,0.20572910787140766
stormfront_post,davidson_hate,0.5375547831343509
stormfront_sentence,davidson_hate,0.5794889940219328
toxicity_obscene,davidson_hate,0.5675536025803171
toxicity_threat,davidson_hate,0.5085076580772641
founta_hateful,zeerak_sexism,0.5177140528543367
founta_abusive,zeerak_sexism,0.5273598458722327
founta_toxicity,zeerak_sexism,0.5172564255749196
davidson_toxicity,zeerak_sexism,0.5656178098409719
one,zeerak_sexism,0.4792562509953815
hateval_hate,zeerak_sexism,0.5341926955374267
hateval_aggression,zeerak_sexism,0.5564406064666617
ami,zeerak_sexism,0.6824906463460679
trac_covert,zeerak_sexism,0.4391171953040247
trac_overt,zeerak_sexism,0.4829682583062109
trac_aggr,zeerak_sexism,0.35219240452842593
toxicity_toxic,zeerak_sexism,0.5435224726197218
toxicity_identityhate,zeerak_sexism,0.5190213302295141
toxicity_severetoxic,zeerak_sexism,0.5340561030956632
toxicity_insult,zeerak_sexism,0.5589807595512656
zeerak_hate,zeerak_sexism,0.73272954563059
zeerak_racism,zeerak_sexism,0.41407303157597997
davidson_hate,zeerak_sexism,0.36918092794470775
zeerak_sexism,zeerak_sexism,0.8625707579526272
davidson_offensive,zeerak_sexism,0.6122201541366703
stormfront_post,zeerak_sexism,0.4514042413821338
stormfront_sentence,zeerak_sexism,0.4831770641518699
toxicity_obscene,zeerak_sexism,0.5626075868470503
toxicity_threat,zeerak_sexism,0.5019135541754071
founta_hateful,davidson_offensive,0.4963709281034955
founta_abusive,davidson_offensive,0.8410382434753849
founta_toxicity,davidson_offensive,0.8388664213179167
davidson_toxicity,davidson_offensive,0.8712051721954909
one,davidson_offensive,0.7862726122236283
hateval_hate,davidson_offensive,0.564852179635948
hateval_aggression,davidson_offensive,0.5619168600757125
ami,davidson_offensive,0.6515495485982788
trac_covert,davidson_offensive,0.4573839757320687
trac_overt,davidson_offensive,0.4972629816289143
trac_aggr,davidson_offensive,0.3752779099195575
toxicity_toxic,davidson_offensive,0.7387041666969274
toxicity_identityhate,davidson_offensive,0.5210342169493779
toxicity_severetoxic,davidson_offensive,0.5544809286216623
toxicity_insult,davidson_offensive,0.6903723000009115
zeerak_hate,davidson_offensive,0.5238077656300464
zeerak_racism,davidson_offensive,0.4416490139229177
davidson_hate,davidson_offensive,0.22269006501611432
zeerak_sexism,davidson_offensive,0.6007376181990796
davidson_offensive,davidson_offensive,0.8642489136261413
stormfront_post,davidson_offensive,0.5075299634220295
stormfront_sentence,davidson_offensive,0.5142933869612973
toxicity_obscene,davidson_offensive,0.7440936139652692
toxicity_threat,davidson_offensive,0.4936455204648811
founta_hateful,stormfront_post,0.5757647822439785
founta_abusive,stormfront_post,0.522549734983421
founta_toxicity,stormfront_post,0.5261291054640824
davidson_toxicity,stormfront_post,0.3904622807675775
one,stormfront_post,0.44962682950470095
hateval_hate,stormfront_post,0.5119605721841567
hateval_aggression,stormfront_post,0.5378025766254916
ami,stormfront_post,0.5459621635136261
trac_covert,stormfront_post,0.4466182008016768
trac_overt,stormfront_post,0.5404388392042492
trac_aggr,stormfront_post,0.3950754606492312
toxicity_toxic,stormfront_post,0.5814633652523226
toxicity_identityhate,stormfront_post,0.5704974246931129
toxicity_severetoxic,stormfront_post,0.5443551982870188
toxicity_insult,stormfront_post,0.5988141065270851
zeerak_hate,stormfront_post,0.4910489654175239
zeerak_racism,stormfront_post,0.6101436911777894
davidson_hate,stormfront_post,0.4867122503941381
zeerak_sexism,stormfront_post,0.4585736949393578
davidson_offensive,stormfront_post,0.4144851755974328
stormfront_post,stormfront_post,0.7527346371675164
stormfront_sentence,stormfront_post,0.8404101313324666
toxicity_obscene,stormfront_post,0.5896887102169187
toxicity_threat,stormfront_post,0.5138982129303101
founta_hateful,stormfront_sentence,0.5549966879400424
founta_abusive,stormfront_sentence,0.4984371053853595
founta_toxicity,stormfront_sentence,0.4941381805797965
davidson_toxicity,stormfront_sentence,0.3123025937008385
one,stormfront_sentence,0.4653171738009282
hateval_hate,stormfront_sentence,0.4965393436703808
hateval_aggression,stormfront_sentence,0.5421788893598983
ami,stormfront_sentence,0.4885467773130228
trac_covert,stormfront_sentence,0.4366902422231958
trac_overt,stormfront_sentence,0.511779210992751
trac_aggr,stormfront_sentence,0.3662079122441725
toxicity_toxic,stormfront_sentence,0.5680014800157767
toxicity_identityhate,stormfront_sentence,0.5808248786279725
toxicity_severetoxic,stormfront_sentence,0.56384398307483
toxicity_insult,stormfront_sentence,0.5943782592721922
zeerak_hate,stormfront_sentence,0.4691185551448533
zeerak_racism,stormfront_sentence,0.5730884127697112
davidson_hate,stormfront_sentence,0.5240305419695059
zeerak_sexism,stormfront_sentence,0.4619838634353206
davidson_offensive,stormfront_sentence,0.3373163628744299
stormfront_post,stormfront_sentence,0.8858254304085676
stormfront_sentence,stormfront_sentence,0.7125219626419208
toxicity_obscene,stormfront_sentence,0.5884640645363169
toxicity_threat,stormfront_sentence,0.5210226888222166
founta_hateful,toxicity_obscene,0.4981014568759288
founta_abusive,toxicity_obscene,0.8714643640848097
founta_toxicity,toxicity_obscene,0.8622216075453509
davidson_toxicity,toxicity_obscene,0.7511583534739356
one,toxicity_obscene,0.8159376218323586
hateval_hate,toxicity_obscene,0.5409989901977784
hateval_aggression,toxicity_obscene,0.5791914590579774
ami,toxicity_obscene,0.6911304347826088
trac_covert,toxicity_obscene,0.3979708141034025
trac_overt,toxicity_obscene,0.4643643956857962
trac_aggr,toxicity_obscene,0.3101395469876688
toxicity_toxic,toxicity_obscene,0.8048700312157715
toxicity_identityhate,toxicity_obscene,0.5797465058788779
toxicity_severetoxic,toxicity_obscene,0.6243625729782731
toxicity_insult,toxicity_obscene,0.8082902855801712
zeerak_hate,toxicity_obscene,0.4644888206414264
zeerak_racism,toxicity_obscene,0.4726399925956568
davidson_hate,toxicity_obscene,0.3220884726612736
zeerak_sexism,toxicity_obscene,0.5174518823694515
davidson_offensive,toxicity_obscene,0.7413375901949059
stormfront_post,toxicity_obscene,0.4777886088288539
stormfront_sentence,toxicity_obscene,0.5037029952298084
toxicity_obscene,toxicity_obscene,0.8800872033550421
toxicity_threat,toxicity_obscene,0.5167748019625453
founta_hateful,toxicity_threat,0.4907850397414652
founta_abusive,toxicity_threat,0.4394071042563725
founta_toxicity,toxicity_threat,0.42478236903796457
davidson_toxicity,toxicity_threat,0.15364174114952986
one,toxicity_threat,0.4313725490196078
hateval_hate,toxicity_threat,0.3689823729817805
hateval_aggression,toxicity_threat,0.4422755158951477
ami,toxicity_threat,0.35926436708464293
trac_covert,toxicity_threat,0.3929583164710644
trac_overt,toxicity_threat,0.4357537912862028
trac_aggr,toxicity_threat,0.29255105022433275
toxicity_toxic,toxicity_threat,0.4913207012097286
toxicity_identityhate,toxicity_threat,0.5233975167974289
toxicity_severetoxic,toxicity_threat,0.5364248047438019
toxicity_insult,toxicity_threat,0.5069408216704762
zeerak_hate,toxicity_threat,0.4053098418308127
zeerak_racism,toxicity_threat,0.4701693252275769
davidson_hate,toxicity_threat,0.4920396849946856
zeerak_sexism,toxicity_threat,0.4436890009869503
davidson_offensive,toxicity_threat,0.19496418952682595
stormfront_post,toxicity_threat,0.4464116863819687
stormfront_sentence,toxicity_threat,0.4758989615136357
toxicity_obscene,toxicity_threat,0.5057037154733058
toxicity_threat,toxicity_threat,0.6891134497700111
