dataset_category_train,dataset_category_test,precision_macro,recall_macro,f1_macro
ami,toxicity_toxic,0.6889802327203675,0.5663005545774485,0.5881267912970296
ami,toxicity_identityhate,0.5254746002149596,0.5848399135783889,0.5359567937040162
ami,toxicity_severetoxic,0.5552673794083117,0.6616349366044567,0.5793728705731347
ami,toxicity_insult,0.6527214675929188,0.5991907915976905,0.6190360272150743
ami,toxicity_obscene,0.6722668007163743,0.6050508132897396,0.6288077058339574
ami,toxicity_threat,0.5083807338984901,0.5836219285122004,0.5093161384556728
trac_covert,stormfront_post,0.5707459775719161,0.5099044098173111,0.4752683062056948
trac_covert,ami,0.7768974145120935,0.5009328358208955,0.3582765827928163
trac_covert,trac_covert,0.6110093953264273,0.5056116722783389,0.4112835270110325
trac_covert,trac_overt,0.46682727053722,0.4978847653333776,0.4381913537598316
trac_covert,trac_aggr,0.5778366658636473,0.5037074673970068,0.3059958259284189
trac_covert,offenseval,0.8805031446540881,0.5064935064935064,0.44496336996337
trac_covert,hateval_hate,0.2858575727181545,0.4973821989528796,0.3630573248407644
trac_covert,hateval_aggression,0.3976930792377131,0.4981155778894472,0.4422755158951477
trac_covert,zeerak_hate,0.5901695917964899,0.500163375865249,0.4054503094280466
trac_covert,zeerak_racism,0.6910372707552751,0.5007229677237357,0.4702862088591653
trac_covert,zeerak_sexism,0.3991323210412148,0.4997530864197531,0.4438109856375398
trac_covert,davidson_hate,0.5527774038677256,0.5007407349097893,0.4862416521127658
trac_covert,davidson_offensive,0.3683874007268811,0.4994131050300395,0.1919111365691523
trac_covert,davidson_toxicity,0.4211648045946067,0.4995612598160937,0.15003397116414727
trac_covert,founta_hateful,0.5888316379807363,0.5020326665840057,0.4931742216600977
trac_covert,founta_abusive,0.4609531335464787,0.4997818468088039,0.43665848601424057
trac_covert,founta_toxicity,0.5497847715272149,0.5002464630970438,0.42288057280304303
trac_covert,toxicity_toxic,0.5038294839079734,0.5003013642471181,0.4809375302511008
trac_covert,toxicity_identityhate,0.5049672343816736,0.5037107200461419,0.5041635852969021
trac_covert,toxicity_severetoxic,0.4980247085466162,0.4987041693537003,0.4982491943819419
trac_covert,toxicity_insult,0.498075468605991,0.4997196200431889,0.4915552811522093
trac_covert,toxicity_obscene,0.5011584170693028,0.5001584577468237,0.4915009844299222
trac_covert,toxicity_threat,0.4985069291106765,0.4966582861931699,0.4975808906100774
trac_overt,stormfront_post,0.3972556894243641,0.4974853310980721,0.4417566058801637
trac_overt,ami,0.2764804003336113,0.4992469879518072,0.35587761674718194
trac_overt,trac_covert,0.39524051490514905,0.492769126449682,0.3950252202330207
trac_overt,trac_overt,0.707740514905149,0.5180868693236595,0.4743482710432264
trac_overt,trac_aggr,0.6029810298102981,0.5066975381314915,0.3131708087719818
trac_overt,offenseval,0.3789308176100629,0.4979338842975207,0.4303571428571429
trac_overt,hateval_hate,0.7867867867867868,0.5011709601873536,0.3668402653920239
trac_overt,hateval_aggression,0.8983983983983984,0.5024509803921569,0.4483320877777023
trac_overt,zeerak_hate,0.5068127962085308,0.5000554709744777,0.4064195150261395
trac_overt,zeerak_racism,0.4965113217482886,0.4999406700035747,0.4698770706647096
trac_overt,zeerak_sexism,0.5103014744602422,0.5001133195756852,0.4455412322468372
trac_overt,davidson_hate,0.4693808882907133,0.4996418338108882,0.4840388619014573
trac_overt,davidson_offensive,0.6185733512786002,0.5004406839414772,0.1925690164748065
trac_overt,davidson_toxicity,0.5879542395693136,0.5004079634464752,0.15040894374089622
trac_overt,founta_hateful,0.5303069092798789,0.5009756332175096,0.4914192366483472
trac_overt,founta_abusive,0.5053456932588477,0.5000420170802434,0.43742930652069
trac_overt,founta_toxicity,0.5356526025387267,0.5002483093497785,0.4232074738800038
trac_overt,toxicity_toxic,0.5645865043053966,0.5023825315460008,0.4823963684126911
trac_overt,toxicity_identityhate,0.4988819708589572,0.499608490718423,0.4987120970726658
trac_overt,toxicity_severetoxic,0.4948871613268235,0.4984277393212898,0.4966511402946155
trac_overt,toxicity_insult,0.5097320569331377,0.5006646178588491,0.4911802724258534
trac_overt,toxicity_obscene,0.5047209659434261,0.5003027086260917,0.4896698065386473
trac_overt,toxicity_threat,0.5018784295895483,0.5019707391636642,0.5019225920833351
trac_aggr,stormfront_post,0.5037626296079692,0.5031795135030348,0.3028846153846154
trac_aggr,ami,0.4920471685177568,0.4980444164718576,0.3581719279878007
trac_aggr,trac_covert,0.5666875991330721,0.5361076038159371,0.4018721367284763
trac_aggr,trac_overt,0.5831584212841798,0.5567942812165319,0.3484046785754472
trac_aggr,trac_aggr,0.6498460204172518,0.5764468073094596,0.5479502368552406
trac_aggr,offenseval,0.5175126428170069,0.5100354191263282,0.2998802873104549
trac_aggr,hateval_hate,0.4747379813169287,0.4927494472168749,0.3510485299367358
trac_aggr,hateval_aggression,0.5035885167464115,0.5015518770322199,0.2375073199297287
trac_aggr,zeerak_hate,0.5175717578043161,0.5044950247627432,0.2972390995447865
trac_aggr,zeerak_racism,0.5290917661847895,0.5155438993464745,0.1668277318722879
trac_aggr,zeerak_sexism,0.4884799916195265,0.4960186090293617,0.2185045572451869
trac_aggr,davidson_hate,0.5115833011872616,0.5127640983658176,0.12369944131096768
trac_aggr,davidson_offensive,0.5099017044561599,0.5034666969993274,0.4772001513002642
trac_aggr,davidson_toxicity,0.5214850056434215,0.5093878413283764,0.4991191447767255
trac_aggr,founta_hateful,0.5151048896381459,0.5274514698892638,0.12528611280922708
trac_aggr,founta_abusive,0.5941619036475433,0.5417830542667635,0.2876693751501489
trac_aggr,founta_toxicity,0.6092667932856892,0.5429628566749877,0.320197423215855
trac_aggr,toxicity_toxic,0.5286629402422989,0.5485737939988118,0.2445380205119555
trac_aggr,toxicity_identityhate,0.5031285747306755,0.550329182973808,0.1573779698585719
trac_aggr,toxicity_severetoxic,0.5039588706543988,0.5559265699426796,0.15906073607547438
trac_aggr,toxicity_insult,0.5178993722520647,0.5561551477506524,0.20129830782632246
trac_aggr,toxicity_obscene,0.5173156355783417,0.5510054724529199,0.20379586562687266
trac_aggr,toxicity_threat,0.5011321462956156,0.5545658826202553,0.15045078593321698
offenseval,stormfront_post,0.5211583924349882,0.5073310380039918,0.4876092398714523
offenseval,ami,0.6222743324800538,0.5735479230354252,0.5436247667361759
offenseval,trac_covert,0.4906573239906573,0.4999590815563038,0.3939821336530264
offenseval,trac_overt,0.7150483817150484,0.5011880337626476,0.4356425884769344
offenseval,trac_aggr,0.7057057057057057,0.5008488964346349,0.2931842769563649
offenseval,offenseval,0.8723776223776223,0.6886068476977568,0.7253787878787878
offenseval,hateval_hate,0.5872598650051921,0.5439610742589027,0.5036515315107744
offenseval,hateval_aggression,0.5877141744548287,0.5665829145728642,0.572096518326793
offenseval,zeerak_hate,0.4830731384236919,0.4971235485988264,0.4284668093451521
offenseval,zeerak_racism,0.4626013183208755,0.486725752875266,0.4698465609263661
offenseval,zeerak_sexism,0.5204718201028165,0.5047000470656384,0.4756398202588414
offenseval,davidson_hate,0.5177076199131452,0.5433263012059574,0.5101160749333757
offenseval,davidson_offensive,0.5847392617312338,0.5658755464530896,0.3707466881225294
offenseval,davidson_toxicity,0.6024468816443791,0.5993945660142914,0.34307839393956496
offenseval,founta_hateful,0.504157439358062,0.5132056750203454,0.4875507102753232
offenseval,founta_abusive,0.8902552553738738,0.8026637079414076,0.8353833094978667
offenseval,founta_toxicity,0.8944126947319357,0.7710456694465511,0.8069273695373607
offenseval,toxicity_toxic,0.8836774328173163,0.6565884706052122,0.7125951485984865
offenseval,toxicity_identityhate,0.5492182866737768,0.6906830443288969,0.5735239921695067
offenseval,toxicity_severetoxic,0.5966411302098968,0.8287919004270654,0.6446939537275962
offenseval,toxicity_insult,0.7767831792929354,0.7091239176069777,0.7375643211949813
offenseval,toxicity_obscene,0.875183500064675,0.7661548022309805,0.8102408158621734
offenseval,toxicity_threat,0.5145877721129527,0.669324516130936,0.5194453528294354
hateval_hate,stormfront_post,0.5376728279663883,0.5161214576888528,0.5044296788482835
hateval_hate,ami,0.7546359113523293,0.7277917640712102,0.7298593163452655
hateval_hate,trac_covert,0.5214414079444754,0.5020225402169847,0.4134968087648791
hateval_hate,trac_overt,0.5647425171965049,0.5077033252041961,0.4611005524273761
hateval_hate,trac_aggr,0.5861839251409804,0.5076600338457005,0.3193343223213174
hateval_hate,offenseval,0.6317891373801917,0.5132821723730815,0.4667752089438836
hateval_hate,hateval_hate,0.7136797454931071,0.6787114124681715,0.6798097154880615
hateval_hate,hateval_aggression,0.6574834702464436,0.6984555128584097,0.6693295758375748
hateval_hate,zeerak_hate,0.7002271241341294,0.5167416045886019,0.4452127350703863
hateval_hate,zeerak_racism,0.499462636691124,0.4999061541251512,0.4803816374746238
hateval_hate,zeerak_sexism,0.7007644874430052,0.5226791209586908,0.4944802845065135
hateval_hate,davidson_hate,0.4652312769017519,0.3487365786076388,0.3403366622805957
hateval_hate,davidson_offensive,0.7042981791053072,0.7823955218908373,0.6794962163498509
hateval_hate,davidson_toxicity,0.6695294560070592,0.7924575393392878,0.6273810741967787
hateval_hate,founta_hateful,0.534654407457573,0.5216714135223515,0.525540182542883
hateval_hate,founta_abusive,0.7703349058774887,0.5412769684463365,0.5206746934838039
hateval_hate,founta_toxicity,0.8049893133350616,0.5412639016427252,0.5058570061600138
hateval_hate,toxicity_toxic,0.6090848261239322,0.5350814731920754,0.5428115474453067
hateval_hate,toxicity_identityhate,0.5201134094988843,0.5614032323006287,0.5276813074565883
hateval_hate,toxicity_severetoxic,0.5356857932276926,0.5956697010542398,0.5496816458104308
hateval_hate,toxicity_insult,0.5912976147613019,0.5543554875949013,0.5665960710300713
hateval_hate,toxicity_obscene,0.5992638642079983,0.5554883365675185,0.5691601735405694
hateval_hate,toxicity_threat,0.5085135199660339,0.5778681727911993,0.5100969112219743
hateval_aggression,stormfront_post,0.3974615898463594,0.4987426655490361,0.4423791821561338
hateval_aggression,ami,0.7794612794612794,0.5111940298507462,0.3804291277135786
hateval_aggression,trac_covert,0.417308981233244,0.4980768331462776,0.39464103993021904
hateval_aggression,trac_overt,0.7264577747989276,0.5066434036936882,0.4482806834850192
hateval_aggression,trac_aggr,0.6437667560321716,0.5031504866868529,0.2997656176539395
hateval_aggression,offenseval,0.3793103448275862,0.5,0.4313725490196078
hateval_aggression,hateval_hate,0.6909675345548055,0.5607039657335771,0.5012180779569892
hateval_aggression,hateval_aggression,0.6713918354226938,0.5820893684106809,0.5935115545857357
hateval_aggression,zeerak_hate,0.60711743772242,0.5014518924624146,0.4096349023668425
hateval_aggression,zeerak_racism,0.541083432186635,0.5011630918167144,0.4729934210975955
hateval_aggression,zeerak_sexism,0.5660340055357849,0.5012092248651389,0.4483830514240165
hateval_aggression,davidson_hate,0.5212917128259782,0.5028684782266444,0.4942479716274271
hateval_aggression,davidson_offensive,0.5499174975342748,0.5021366918551804,0.20064919913389456
hateval_aggression,davidson_toxicity,0.571209210360253,0.5038040796594357,0.1593290699806088
hateval_aggression,founta_hateful,0.5207807223241039,0.5010203156566775,0.4919731613193865
hateval_aggression,founta_abusive,0.6804000190401747,0.502162655761187,0.4416756113717936
hateval_aggression,founta_toxicity,0.7011807413642787,0.502137062489747,0.4269581547631014
hateval_aggression,toxicity_toxic,0.7717115953306268,0.5097549081891911,0.4959465449104377
hateval_aggression,toxicity_identityhate,0.5231861817535509,0.5079019869563881,0.5110352939981295
hateval_aggression,toxicity_severetoxic,0.5606038799696261,0.5181376503931603,0.5268878735734449
hateval_aggression,toxicity_insult,0.6663036104048674,0.5110531783412448,0.5102174079495017
hateval_aggression,toxicity_obscene,0.6681175912138217,0.5104912013411067,0.5083765496691189
hateval_aggression,toxicity_threat,0.5123473809012898,0.5126074485884509,0.5124758912371621
zeerak_hate,stormfront_post,0.7071543117272774,0.5109337585426388,0.4682835820895522
zeerak_hate,ami,0.2751677852348993,0.4939759036144578,0.3534482758620689
zeerak_hate,trac_covert,0.5034784709221571,0.5007014590347924,0.42900260757210895
zeerak_hate,trac_overt,0.6617307808442539,0.5411387796708897,0.5244436854115493
zeerak_hate,trac_aggr,0.665209251766411,0.5313912675889552,0.36670446822621977
zeerak_hate,offenseval,0.3793103448275862,0.5,0.4313725490196078
zeerak_hate,hateval_hate,0.4979861001421576,0.4997915568252879,0.3849806861104096
zeerak_hate,hateval_aggression,0.4742536724056231,0.4959848260912406,0.4546794399410464
zeerak_hate,zeerak_hate,0.7927872805336378,0.7197034687849373,0.7383588480220397
zeerak_hate,zeerak_racism,0.666047108041279,0.7602489770239924,0.692858378822222
zeerak_hate,zeerak_sexism,0.6267401724923589,0.6284884689185765,0.6275947556415027
zeerak_hate,davidson_hate,0.5806101684771224,0.5016963695330457,0.4883447749261563
zeerak_hate,davidson_offensive,0.22927701469312026,0.4981898944619485,0.19136200179687413
zeerak_hate,davidson_toxicity,0.30988718317024266,0.49841359340446395,0.14974144417009375
zeerak_hate,founta_hateful,0.6590265330571988,0.5126379035995903,0.5139019416198335
zeerak_hate,founta_abusive,0.4399039875429913,0.4988339209054594,0.4369483050304593
zeerak_hate,founta_toxicity,0.5989305206001899,0.5017009543077464,0.4272620487798757
zeerak_hate,toxicity_toxic,0.5120865997920706,0.5012496570088792,0.4838998039219541
zeerak_hate,toxicity_identityhate,0.5147063900161768,0.5144339376595092,0.5145684809268857
zeerak_hate,toxicity_severetoxic,0.5068680932711953,0.5059195467516184,0.5063314494412148
zeerak_hate,toxicity_insult,0.501154851218073,0.5002210462795768,0.4934605972108452
zeerak_hate,toxicity_obscene,0.4970985216138213,0.4994785615212506,0.4914444970237501
zeerak_hate,toxicity_threat,0.5045088169297897,0.5132582631763765,0.5059970892250554
zeerak_racism,stormfront_post,0.7174430673423287,0.5097242055311794,0.4653384548281345
zeerak_racism,ami,0.27591973244147155,0.4969879518072289,0.3548387096774194
zeerak_racism,trac_covert,0.4932250438137357,0.4988776655443322,0.4207271656720306
zeerak_racism,trac_overt,0.6765811171620462,0.5368981719579792,0.5150182223913217
zeerak_racism,trac_aggr,0.6698061609757819,0.5265051216063076,0.3544997760022689
zeerak_racism,offenseval,0.3793103448275862,0.5,0.4313725490196078
zeerak_racism,hateval_hate,0.481732010146411,0.4983222367996207,0.38064516129032255
zeerak_racism,hateval_aggression,0.4846023763962439,0.4978692482017933,0.4558614161020298
zeerak_racism,zeerak_hate,0.7459510579937979,0.6020742750095489,0.5975451354847624
zeerak_racism,zeerak_racism,0.8569319299067271,0.8094040656346482,0.8308004390607486
zeerak_racism,zeerak_sexism,0.3890191280870707,0.4377727091705586,0.41184382579576256
zeerak_racism,davidson_hate,0.6123644126471267,0.5018396360086904,0.4884350565222304
zeerak_racism,davidson_offensive,0.2611258558350642,0.4987574313518463,0.1915381844932489
zeerak_racism,davidson_toxicity,0.3734902684821909,0.4991787043455505,0.14993648443320462
zeerak_racism,founta_hateful,0.6924075343176956,0.5113966358951347,0.5114593910768472
zeerak_racism,founta_abusive,0.4224347392685814,0.4988782430685539,0.43633679547988624
zeerak_racism,founta_toxicity,0.6148422735862771,0.5014716796573334,0.42618995970687945
zeerak_racism,toxicity_toxic,0.50864088078781,0.500756167931275,0.4822163156371393
zeerak_racism,toxicity_identityhate,0.518199920740005,0.5151189557861428,0.5164799724261341
zeerak_racism,toxicity_severetoxic,0.5076357549722013,0.5055702900335729,0.5063295216693507
zeerak_racism,toxicity_insult,0.5029269880283024,0.5004741892165373,0.4932315963232114
zeerak_racism,toxicity_obscene,0.495599054689693,0.4993305729418228,0.490485519523492
zeerak_racism,toxicity_threat,0.5056006641952013,0.5139391766479876,0.5075038512068135
zeerak_sexism,stormfront_post,0.39766666666666667,0.5,0.4430003713330858
zeerak_sexism,ami,0.27591973244147155,0.4969879518072289,0.3548387096774194
zeerak_sexism,trac_covert,0.3239413137712571,0.4997427983539095,0.393081124822982
zeerak_sexism,trac_overt,0.38146048682894296,0.4997815640017475,0.43267776096823
zeerak_sexism,trac_aggr,0.20540180060020008,0.4995944849959448,0.2911153119092628
zeerak_sexism,offenseval,0.3793103448275862,0.5,0.4313725490196078
zeerak_sexism,hateval_hate,0.620193915078569,0.5014693200256671,0.3689823729817805
zeerak_sexism,hateval_aggression,0.3976930792377131,0.4981155778894472,0.4422755158951477
zeerak_sexism,zeerak_hate,0.7734624855371288,0.6152710074207837,0.6150725740741173
zeerak_sexism,zeerak_racism,0.43532309948336295,0.4430564500661585,0.4391497683828483
zeerak_sexism,zeerak_sexism,0.8381393860537658,0.6925676115998697,0.7310530187654054
zeerak_sexism,davidson_hate,0.4694014794889038,0.5,0.4842178286507111
zeerak_sexism,davidson_offensive,0.11849361129791525,0.5,0.19158421224312275
zeerak_sexism,davidson_toxicity,0.0878950907868191,0.5,0.1495081217112789
zeerak_sexism,founta_hateful,0.5776617348418915,0.5006585816360771,0.4901109064795695
zeerak_sexism,founta_abusive,0.5869487960545402,0.5001800292231946,0.4368561970957808
zeerak_sexism,founta_toxicity,0.6646105308964316,0.5003020070284147,0.42247138485837454
zeerak_sexism,toxicity_toxic,0.584122424983667,0.5004802809494405,0.476975720716778
zeerak_sexism,toxicity_identityhate,0.495527597232962,0.4997576089705759,0.4976336142214014
zeerak_sexism,toxicity_severetoxic,0.5166502048564007,0.5007924442919102,0.4992845541894026
zeerak_sexism,toxicity_insult,0.4978828324975216,0.4999776226176828,0.4880989492077207
zeerak_sexism,toxicity_obscene,0.5397414147949119,0.5003943882341131,0.4880421465327126
zeerak_sexism,toxicity_threat,0.4985161654371042,0.4997590613869684,0.4991368396823571
davidson_hate,stormfront_post,0.39766666666666667,0.5,0.4430003713330858
davidson_hate,ami,0.2766666666666667,0.5,0.3562231759656653
davidson_hate,trac_covert,0.324,0.5,0.3932038834951456
davidson_hate,trac_overt,0.3815,0.5,0.4327850255246739
davidson_hate,trac_aggr,0.2055,0.5,0.29128277817150955
davidson_hate,offenseval,0.3793103448275862,0.5,0.4313725490196078
davidson_hate,hateval_hate,0.2865,0.5,0.3642720915448188
davidson_hate,hateval_aggression,0.398,0.5,0.4432071269487751
davidson_hate,zeerak_hate,0.3401340429725999,0.5,0.4048568747067105
davidson_hate,zeerak_racism,0.4409619554504238,0.5,0.4686288886561224
davidson_hate,zeerak_sexism,0.3991720875221762,0.5,0.44393291680368296
davidson_hate,davidson_hate,0.4694014794889038,0.5,0.4842178286507111
davidson_hate,davidson_offensive,0.11849361129791525,0.5,0.19158421224312275
davidson_hate,davidson_toxicity,0.0878950907868191,0.5,0.1495081217112789
davidson_hate,founta_hateful,0.4776335822518669,0.5,0.4885609403389076
davidson_hate,founta_abusive,0.3869172768795766,0.5,0.4362495657327367
davidson_hate,founta_toxicity,0.36455085913144347,0.5,0.4216650244239921
davidson_hate,toxicity_toxic,0.4536472259358289,0.5,0.4756971064333122
davidson_hate,toxicity_identityhate,0.4955297459893048,0.5,0.4977548365437072
davidson_hate,toxicity_severetoxic,0.4949030748663101,0.5,0.4974384815654657
davidson_hate,toxicity_insult,0.4761447192513369,0.5,0.487780868820886
davidson_hate,toxicity_obscene,0.4745049298128342,0.5,0.4869189629486726
davidson_hate,toxicity_threat,0.4985168783422461,0.5,0.4992573377126002
davidson_offensive,stormfront_post,0.4712227502451535,0.4968750938563991,0.4508357628329238
davidson_offensive,ami,0.6876605779044803,0.6797788167595756,0.6809596368200024
davidson_offensive,trac_covert,0.4784603496571042,0.4986964552936775,0.4024965833060221
davidson_offensive,trac_overt,0.5729981647831546,0.5055724221326358,0.4525424127769464
davidson_offensive,trac_aggr,0.5514585144402588,0.5029343038154211,0.30713093246881
davidson_offensive,offenseval,0.8737179487179487,0.71900826446281,0.7576628352490422
davidson_offensive,hateval_hate,0.5947694038245219,0.5702453498779995,0.5573202669595336
davidson_offensive,hateval_aggression,0.5977304307549791,0.6091486845994679,0.6021120011152481
davidson_offensive,zeerak_hate,0.5333694086229313,0.508482860808765,0.4565303610503282
davidson_offensive,zeerak_racism,0.4657985171650445,0.4818401702136552,0.4710754231407463
davidson_offensive,zeerak_sexism,0.5675708914578868,0.5232069801962275,0.5104468457881294
davidson_offensive,davidson_hate,0.4718026466120147,0.4013696904814383,0.2474337578263473
davidson_offensive,davidson_offensive,0.8313635964282151,0.8682603618750466,0.8469232383703975
davidson_offensive,davidson_toxicity,0.80316624304023,0.9204897034645744,0.8395019615674157
davidson_offensive,founta_hateful,0.5108735956360608,0.5404462794688836,0.488591059556464
davidson_offensive,founta_abusive,0.8757451199559371,0.8412523528645155,0.8566697768907832
davidson_offensive,founta_toxicity,0.8866187155919979,0.8111323571000882,0.8385846937719144
davidson_offensive,toxicity_toxic,0.8134406475434395,0.68325908974976,0.7267434043351995
davidson_offensive,toxicity_identityhate,0.541797559233052,0.7319814132076616,0.5619122621327942
davidson_offensive,toxicity_severetoxic,0.5721448447872465,0.8516260936111795,0.6107763903426517
davidson_offensive,toxicity_insult,0.7235427836517383,0.7419587596944967,0.7323196132170409
davidson_offensive,toxicity_obscene,0.7925375600637464,0.7972958816919521,0.7948943921175977
davidson_offensive,toxicity_threat,0.5120283969016144,0.7000116559402507,0.5109733771277817
davidson_toxicity,stormfront_post,0.537146021832546,0.5455998754952205,0.5371719961367099
davidson_toxicity,ami,0.6550356495064236,0.6563455313792483,0.6552473767834412
davidson_toxicity,trac_covert,0.4993066872394767,0.4998012532734754,0.4401931325354849
davidson_toxicity,trac_overt,0.5662547006775093,0.5239569911501163,0.5066122501984229
davidson_toxicity,trac_aggr,0.565561387916986,0.5177084064843845,0.36723149070406
davidson_toxicity,offenseval,0.7254154265873016,0.6951003541912633,0.7071715433161216
davidson_toxicity,hateval_hate,0.6056366038325496,0.5911816275733537,0.5879624635961601
davidson_toxicity,hateval_aggression,0.5880435245820135,0.6145063553059414,0.5917833518946405
davidson_toxicity,zeerak_hate,0.5431771898507579,0.5213553425962417,0.4987676578189776
davidson_toxicity,zeerak_racism,0.4711918489360027,0.4702394767616718,0.4707005554064378
davidson_toxicity,zeerak_sexism,0.5719853409147553,0.5481018065964303,0.551256011718986
davidson_toxicity,davidson_hate,0.481305732050454,0.4403405333921093,0.2347489627788208
davidson_toxicity,davidson_offensive,0.8381392961607748,0.8428583090582009,0.8404553989211099
davidson_toxicity,davidson_toxicity,0.8194450282112287,0.9042402103755436,0.8512199111286307
davidson_toxicity,founta_hateful,0.5282796931374504,0.6245709194262148,0.4998470687709806
davidson_toxicity,founta_abusive,0.8052527960125805,0.8283057837014018,0.8156410926579124
davidson_toxicity,founta_toxicity,0.8335324891500309,0.8178608405663361,0.8251043778408548
davidson_toxicity,toxicity_toxic,0.6447079130593527,0.7039181948512454,0.6660010654282521
davidson_toxicity,toxicity_identityhate,0.5188742021685433,0.7524784753614098,0.5025673122660687
davidson_toxicity,toxicity_severetoxic,0.5291626096448778,0.8425749993772541,0.5209734443963492
davidson_toxicity,toxicity_insult,0.5969452589984892,0.7529069468153585,0.624832402379898
davidson_toxicity,toxicity_obscene,0.6228018177185443,0.8007914879915989,0.6596452848924587
davidson_toxicity,toxicity_threat,0.5055063997409553,0.7206829495725664,0.4753808496799151
founta_hateful,stormfront_post,0.39766666666666667,0.5,0.4430003713330858
founta_hateful,ami,0.2766666666666667,0.5,0.3562231759656653
founta_hateful,trac_covert,0.324,0.5,0.3932038834951456
founta_hateful,trac_overt,0.3815,0.5,0.4327850255246739
founta_hateful,trac_aggr,0.2055,0.5,0.29128277817150955
founta_hateful,offenseval,0.3793103448275862,0.5,0.4313725490196078
founta_hateful,hateval_hate,0.2865,0.5,0.3642720915448188
founta_hateful,hateval_aggression,0.39799999999999996,0.5,0.4432071269487751
founta_hateful,zeerak_hate,0.3401340429725999,0.5,0.4048568747067105
founta_hateful,zeerak_racism,0.4409619554504238,0.5,0.4686288886561224
founta_hateful,zeerak_sexism,0.3991720875221762,0.5,0.44393291680368296
founta_hateful,davidson_hate,0.4694014794889038,0.5,0.4842178286507111
founta_hateful,davidson_offensive,0.11849361129791525,0.5,0.19158421224312275
founta_hateful,davidson_toxicity,0.0878950907868191,0.5,0.1495081217112789
founta_hateful,founta_hateful,0.4776335822518669,0.5,0.4885609403389076
founta_hateful,founta_abusive,0.3869172768795766,0.5,0.4362495657327367
founta_hateful,founta_toxicity,0.36455085913144347,0.5,0.4216650244239921
founta_hateful,toxicity_toxic,0.4536472259358289,0.5,0.4756971064333122
founta_hateful,toxicity_identityhate,0.4955297459893048,0.5,0.4977548365437072
founta_hateful,toxicity_severetoxic,0.4949030748663101,0.5,0.4974384815654657
founta_hateful,toxicity_insult,0.4761447192513369,0.5,0.487780868820886
