fasttext_model,dataset,model,F1_macro
pretrained,trac_aggr,stormfront_post,0.32716861429999283
pretrained,ami,stormfront_post,0.4156288554202845
pretrained,davidson_toxicity,stormfront_post,0.17740050653909384
pretrained,toxicity_toxic,stormfront_post,0.5014194015869649
pretrained,trac_covert,stormfront_post,0.4109289124677013
pretrained,toxicity_obscene,stormfront_post,0.5105133611196986
pretrained,hateval_hate,stormfront_post,0.4362043542371411
pretrained,zeerak_racism,stormfront_post,0.540968965987581
pretrained,toxicity_severetoxic,zeerak_sexism,0.5885184295492146
pretrained,founta_toxicity,zeerak_sexism,0.5487015794566541
pretrained,toxicity_threat,zeerak_sexism,0.5107858063545969
pretrained,toxicity_insult,zeerak_sexism,0.5674850396080988
pretrained,founta_abusive,zeerak_sexism,0.5651126891342064
pretrained,davidson_offensive,zeerak_sexism,0.5266989212867528
pretrained,founta_hateful,zeerak_sexism,0.5188740806282144
pretrained,zeerak_hate,zeerak_sexism,0.6852528036499115
pretrained,trac_overt,zeerak_sexism,0.4455604660506228
pretrained,toxicity_identityhate,zeerak_sexism,0.5462056101883688
pretrained,hateval_aggression,zeerak_sexism,0.5449930499918813
pretrained,offenseval,zeerak_sexism,0.4875983061101029
pretrained,stormfront_post,zeerak_sexism,0.4541549939115199
pretrained,zeerak_sexism,zeerak_sexism,0.8138171539251441
pretrained,stormfront_sentence,zeerak_sexism,0.4894260611436482
pretrained,davidson_hate,zeerak_sexism,0.4119870789389815
pretrained,trac_aggr,zeerak_sexism,0.30509345440149593
pretrained,ami,zeerak_sexism,0.6568897157246191
pretrained,davidson_toxicity,zeerak_sexism,0.4757732378735291
pretrained,toxicity_toxic,zeerak_sexism,0.5318658361792017
pretrained,trac_covert,zeerak_sexism,0.4048780036883144
pretrained,toxicity_obscene,zeerak_sexism,0.5627530112604533
pretrained,hateval_hate,zeerak_sexism,0.4890873015873016
pretrained,zeerak_racism,zeerak_sexism,0.42576321941849743
pretrained,toxicity_severetoxic,stormfront_sentence,0.5409773320881547
pretrained,founta_toxicity,stormfront_sentence,0.4550160563161876
pretrained,toxicity_threat,stormfront_sentence,0.5276636858417859
pretrained,toxicity_insult,stormfront_sentence,0.5263332760497222
pretrained,founta_abusive,stormfront_sentence,0.4569962409199876
pretrained,davidson_offensive,stormfront_sentence,0.24533243748417954
pretrained,founta_hateful,stormfront_sentence,0.5537092021890351
pretrained,zeerak_hate,stormfront_sentence,0.4408820598607003
pretrained,trac_overt,stormfront_sentence,0.4764968440550356
pretrained,toxicity_identityhate,stormfront_sentence,0.5666041985454671
pretrained,hateval_aggression,stormfront_sentence,0.5112675244739723
pretrained,offenseval,stormfront_sentence,0.4516073577445418
pretrained,stormfront_post,stormfront_sentence,0.8971801464764018
pretrained,zeerak_sexism,stormfront_sentence,0.4545655401653322
pretrained,stormfront_sentence,stormfront_sentence,0.6199313510195531
pretrained,davidson_hate,stormfront_sentence,0.5234386347451732
pretrained,trac_aggr,stormfront_sentence,0.32456312688292205
pretrained,ami,stormfront_sentence,0.4422028038385689
pretrained,davidson_toxicity,stormfront_sentence,0.2093281050741679
pretrained,toxicity_toxic,stormfront_sentence,0.5072419964207596
pretrained,trac_covert,stormfront_sentence,0.4092846553002224
pretrained,toxicity_obscene,stormfront_sentence,0.5239919733282518
pretrained,hateval_hate,stormfront_sentence,0.4408331585936954
pretrained,zeerak_racism,stormfront_sentence,0.5317010393249275
pretrained,toxicity_severetoxic,davidson_hate,0.5366713782522065
pretrained,founta_toxicity,davidson_hate,0.43043854878382
pretrained,toxicity_threat,davidson_hate,0.5333481565981252
pretrained,toxicity_insult,davidson_hate,0.5225770786491677
pretrained,founta_abusive,davidson_hate,0.4420837164957793
pretrained,davidson_offensive,davidson_hate,0.19534595329143611
pretrained,founta_hateful,davidson_hate,0.5076566193993219
pretrained,zeerak_hate,davidson_hate,0.4086111968168123
pretrained,trac_overt,davidson_hate,0.434162123560635
pretrained,toxicity_identityhate,davidson_hate,0.5910746116422706
pretrained,hateval_aggression,davidson_hate,0.4469957442715973
pretrained,offenseval,davidson_hate,0.4313725490196078
pretrained,stormfront_post,davidson_hate,0.4455414377289377
pretrained,zeerak_sexism,davidson_hate,0.4455412322468372
pretrained,stormfront_sentence,davidson_hate,0.4894306459443684
pretrained,davidson_hate,davidson_hate,0.6043233244924143
pretrained,trac_aggr,davidson_hate,0.29255105022433275
pretrained,ami,davidson_hate,0.3612939358672381
pretrained,davidson_toxicity,davidson_hate,0.1709846448814666
pretrained,toxicity_toxic,davidson_hate,0.49760344219159497
pretrained,trac_covert,davidson_hate,0.3941058432830283
pretrained,toxicity_obscene,davidson_hate,0.5139733695422781
pretrained,hateval_hate,davidson_hate,0.36519746787603935
pretrained,zeerak_racism,davidson_hate,0.4751258125393165
pretrained,toxicity_severetoxic,trac_aggr,0.29281903090324485
pretrained,founta_toxicity,trac_aggr,0.5765373454390497
pretrained,toxicity_threat,trac_aggr,0.2838689124471224
pretrained,toxicity_insult,trac_aggr,0.343931441038032
pretrained,founta_abusive,trac_aggr,0.5397562147131264
pretrained,davidson_offensive,trac_aggr,0.5205528712270033
pretrained,founta_hateful,trac_aggr,0.3845947054923349
pretrained,zeerak_hate,trac_aggr,0.5324651447402031
pretrained,trac_overt,trac_aggr,0.5075927707724373
pretrained,toxicity_identityhate,trac_aggr,0.2925715005070397
pretrained,hateval_aggression,trac_aggr,0.41631741812005657
pretrained,offenseval,trac_aggr,0.4616682738669238
pretrained,stormfront_post,trac_aggr,0.4992297330773518
pretrained,zeerak_sexism,trac_aggr,0.4246327530409154
pretrained,stormfront_sentence,trac_aggr,0.5032548721163076
pretrained,davidson_hate,trac_aggr,0.32597388291653545
pretrained,trac_aggr,trac_aggr,0.6976352394309051
pretrained,ami,trac_aggr,0.4800235017626322
pretrained,davidson_toxicity,trac_aggr,0.5240308780496029
pretrained,toxicity_toxic,trac_aggr,0.39234711749029866
pretrained,trac_covert,trac_aggr,0.553998215992864
pretrained,toxicity_obscene,trac_aggr,0.34461114200996623
pretrained,hateval_hate,trac_aggr,0.5215621401579655
pretrained,zeerak_racism,trac_aggr,0.4305515830427203
pretrained,toxicity_severetoxic,ami,0.5875009712806495
pretrained,founta_toxicity,ami,0.5858573106549638
pretrained,toxicity_threat,ami,0.5067617817464521
pretrained,toxicity_insult,ami,0.6465931198356292
pretrained,founta_abusive,ami,0.5966397256174784
pretrained,davidson_offensive,ami,0.6511789219398714
pretrained,founta_hateful,ami,0.5155406077662176
pretrained,zeerak_hate,ami,0.5038790074509618
pretrained,trac_overt,ami,0.4743997690175842
pretrained,toxicity_identityhate,ami,0.5450505226543199
pretrained,hateval_aggression,ami,0.5942424846497831
pretrained,offenseval,ami,0.6155082362394536
pretrained,stormfront_post,ami,0.5442840195596192
pretrained,zeerak_sexism,ami,0.5565041622617026
pretrained,stormfront_sentence,ami,0.5208374228999182
pretrained,davidson_hate,ami,0.3537059601636164
pretrained,trac_aggr,ami,0.3564609448701543
pretrained,ami,ami,0.7782010582010581
pretrained,davidson_toxicity,ami,0.6121788053023851
pretrained,toxicity_toxic,ami,0.6318337034421904
pretrained,trac_covert,ami,0.4510161035276299
pretrained,toxicity_obscene,ami,0.6540025636941278
pretrained,hateval_hate,ami,0.570574806758663
pretrained,zeerak_racism,ami,0.48438709176530703
pretrained,toxicity_severetoxic,davidson_toxicity,0.3237771670459824
pretrained,founta_toxicity,davidson_toxicity,0.6247098395315109
pretrained,toxicity_threat,davidson_toxicity,0.30968694833917115
pretrained,toxicity_insult,davidson_toxicity,0.3867391530800672
pretrained,founta_abusive,davidson_toxicity,0.5927626895459128
pretrained,davidson_offensive,davidson_toxicity,0.8077841498388303
pretrained,founta_hateful,davidson_toxicity,0.34131663865173284
pretrained,zeerak_hate,davidson_toxicity,0.4650591818680642
pretrained,trac_overt,davidson_toxicity,0.4728728891155437
pretrained,toxicity_identityhate,davidson_toxicity,0.3199742593720857
pretrained,hateval_aggression,davidson_toxicity,0.4355994623983369
pretrained,offenseval,davidson_toxicity,0.5310559316779504
pretrained,stormfront_post,davidson_toxicity,0.3839681230935146
pretrained,zeerak_sexism,davidson_toxicity,0.4322262599460552
pretrained,stormfront_sentence,davidson_toxicity,0.32512422873214913
pretrained,davidson_hate,davidson_toxicity,0.20279707904197108
pretrained,trac_aggr,davidson_toxicity,0.5446015513543558
pretrained,ami,davidson_toxicity,0.44349477682811017
pretrained,davidson_toxicity,davidson_toxicity,0.8739364861830904
pretrained,toxicity_toxic,davidson_toxicity,0.4475303571950352
pretrained,trac_covert,davidson_toxicity,0.4964038847563349
pretrained,toxicity_obscene,davidson_toxicity,0.3927202685122221
pretrained,hateval_hate,davidson_toxicity,0.5342488727509322
pretrained,zeerak_racism,davidson_toxicity,0.3322108018915755
pretrained,toxicity_severetoxic,toxicity_toxic,0.604891349971551
pretrained,founta_toxicity,toxicity_toxic,0.8822030274830499
pretrained,toxicity_threat,toxicity_toxic,0.511517700499392
pretrained,toxicity_insult,toxicity_toxic,0.8055733180590612
pretrained,founta_abusive,toxicity_toxic,0.8807472106356118
pretrained,davidson_offensive,toxicity_toxic,0.5885943353205632
pretrained,founta_hateful,toxicity_toxic,0.4997201248935581
pretrained,zeerak_hate,toxicity_toxic,0.4949210674919513
pretrained,trac_overt,toxicity_toxic,0.5604738675958189
pretrained,toxicity_identityhate,toxicity_toxic,0.5727991333053242
pretrained,hateval_aggression,toxicity_toxic,0.5959225670997654
pretrained,offenseval,toxicity_toxic,0.7297344821522771
pretrained,stormfront_post,toxicity_toxic,0.5347939654162388
pretrained,zeerak_sexism,toxicity_toxic,0.5186980200880029
pretrained,stormfront_sentence,toxicity_toxic,0.5327687024663494
pretrained,davidson_hate,toxicity_toxic,0.4139983093168315
pretrained,trac_aggr,toxicity_toxic,0.3749712844422831
pretrained,ami,toxicity_toxic,0.6684518543532441
pretrained,davidson_toxicity,toxicity_toxic,0.5867484977862112
pretrained,toxicity_toxic,toxicity_toxic,0.8481413113706392
